# === FILE: accountChangePassword-translated.csv ===

key,en,fr,selector,type,attr
# login.password.label,Password,Mot de passe,#MainCopy_ctl07_LoginPasswordLabel,text,
# login.signup.link,New User/Register Now,Nouvel utilisateur / Inscrivez-vous maintenant,#MainCopy_ctl07_signupLabel,text,
# login.forgot.link,Did You Forget Your Password?,Avez-vous oublié votre mot de passe ?,#MainCopy_ctl07_ForgotPassword,text,
# login.remember.label,Stay signed in for 5 days,Rester connecté pendant 5 jours,#MainCopy_ctl07_Remember + label,text,
# login.button,Login,Connexion,#MainCopy_ctl07_LoginRecaptchaButton,attr,value

login.panel.title,Members - Login here,Membres — Connectez-vous ici,#MainCopy_ctl07_LoginSectionH2,text,
login.email.label,Email,Adresse courriel,#MainCopy_ctl07_LoginUserNameLabel,text,
login.password.label,Password,Mot de passe,#MainCopy_ctl07_LoginPasswordLabel,text,
login.signup.link,New User/Register Now,Nouveau membre / Inscrivez-vous,#MainCopy_ctl07_signupLabel,text,
login.forgot.link,Did You Forget Your Password?,Mot de passe oublié ?,#MainCopy_ctl07_ForgotPassword,text,
login.remember.label," Stay signed in for 5 days"," Rester connecté pendant 5 jours","#MainCopy_ctl07_Remember + label",text,
login.button,Login,Connexion,#MainCopy_ctl07_LoginRecaptchaButton,attr,value

# ===== Demographics block high-level labels =====
register.demo.org-location,Organization Location,Emplacement de l’organisme,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.sector,Sector,Secteur,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.fe-offered,Financial Empowerment Services Offered,Services d’autonomisation financière offerts,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.other-services,Other Services Offered,Autres services offerts,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.populations,Populations Served,Populations desservies,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.fed-riding,Federal Riding,Circonscription fédérale,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.geo-served,Geographic Area(s) Served,Région(s) desservie(s),"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,
register.demo.lang-pref,Language Preference,Langue préférée,"#MainCopy_ctl10_divDemographics label[for$='-demoDiv']",text,

# ===== Demographic dropdown “button text” placeholder (the mirrored button) =====
register.demo.btn.org-location,(Organization Location),(Emplacement de l’organisme),"button[data-id$='-select'][title='(Organization Location)']",attr,title
register.demo.btn.sector,(Sector),(Secteur),"button[data-id$='-select'][title='(Sector)']",attr,title
register.demo.btn.fe-offered,(Financial Empowerment Services Offered),(Services d’autonomisation financière offerts),"button[data-id$='-select'][title='(Financial Empowerment Services Offered)']",attr,title
register.demo.btn.other-services,(Other Services Offered),(Autres services offerts),"button[data-id$='-select'][title='(Other Services Offered)']",attr,title
register.demo.btn.populations,(Populations Served),(Populations desservies),"button[data-id$='-select'][title='(Populations Served)']",attr,title
register.demo.btn.geo-served,(Geographic Area(s) Served),(Région(s) desservie(s)),"button[data-id$='-select'][title='(Geographic Area(s) Served)']",attr,title
register.demo.btn.lang-pref,(Language Preference),(Langue préférée),"button[data-id$='-select'][title='(Language Preference)']",attr,title

# ===== Password policy (has <br> and entities) =====
register.password.policy.html,"Length must be between 8 - 30 characters.<br>Must contain at least 1 capital letter(s).<br>Must contain at least 1 numeric character(s) (0-9).<br>Must contain at least 1 special character(s): ~!@#$%^&amp;*()_+{}:&quot;&lt;&gt;?-","La longueur doit être comprise entre 8 et 30 caractères.<br>Doit contenir au moins 1 lettre majuscule.<br>Doit contenir au moins 1 chiffre (0-9).<br>Doit contenir au moins 1 caractère spécial : ~!@#$%^&amp;*()_+{}:&quot;&lt;&gt;?-",#MainCopy_ctl10_PasswordPolicyText,html,

# ===== Button =====
register.btn.create,Create Account,Créer un compte,#MainCopy_ctl10_CreateAccountButton,attr,value

# ===== “required” hint line (simple approach: replace whole sentence) =====
register.required.hint.html,"<br><label class='control-label invalidInputLabel'>*</label> <label class='control-label'> Indicates that the field is required</label>","<br><label class='control-label invalidInputLabel'>*</label> <label class='control-label'> Indique que le champ est obligatoire</label>",".SmallText",html,

auth.login,Log in,Se connecter,#RibbitWelcome .Login a[qa-id='login-link'],text,

# === FILE: networkMembers-translated.csv ===

# ===== Page title & tab =====
directory.page.title,Member Directory,Annuaire des membres,#PageTitleH1,text,
directory.tab.search,Search,Recherche,#MainCopy_ctl02_Tab1,text,

# ===== Panel headings =====
directory.form.heading,(Member Directory),(Annuaire des membres),#MainCopy_ctl11_pnlFindContacts #Title,html,
directory.form.heading2,(Member Directory),(Annuaire des membres),#MainCopy_ctl13_pnlFindContacts #Title,html,

# ===== Buttons =====
directory.btn.find,Find Members,Trouver des membres,#MainCopy_ctl04_FindContacts,attr,value
directory.btn.clear,Clear All,Effacer tout,#MainCopy_ctl04_ClearSearchResults,attr,value
directory.btn.clear.title,Clear All,Effacer tout,#MainCopy_ctl04_ClearSearchResults,attr,title

# ===== Labels (top block) =====
directory.label.communityType,Community Type,Type de communauté,#MainCopy_ctl07_GroupType,text,
directory.label.communityName,Community Name,Nom de la communauté,#MainCopy_ctl07_GroupName,text,

# ===== Labels (member search block) =====
directory.label.city,City,Ville,#MainCopy_ctl11_CityLabel,text,
directory.label.country,Country,Pays,#MainCopy_ctl11_ucCountryStateProvinceList_ddlCountry,attr,title
directory.label.country.text,Country,Pays,#lblCountry,text,
directory.label.state,State/Province,Province/Territoire,#MainCopy_ctl11_ucCountryStateProvinceList_ddlState,attr,title
directory.label.state.text,State/Province,Province/Territoire,#lblState,text,

# ===== Labels (name/company/email block) =====
directory.label.first,First Name,Prénom,#MainCopy_ctl13_FirstNameLabel,text,
directory.label.last,Last Name,Nom de famille,#MainCopy_ctl13_LastNameLabel,text,
directory.label.company,Company Name,Nom de l’entreprise,#MainCopy_ctl13_CompanyNameLabel,text,
directory.label.email,Email Address,Adresse courriel,#MainCopy_ctl13_Label5,text,

# ===== Placeholders for selects (first option) =====
directory.placeholder.country,(Country),(Pays),"#MainCopy_ctl11_ucCountryStateProvinceList_ddlCountry option[value='']",text,
directory.placeholder.state,(State/Province),(Province/Territoire),"#MainCopy_ctl11_ucCountryStateProvinceList_ddlState option[value='']",text

# === FILE: postMessage-translated.csv ===

postMessage.title,Start New Thread,Démarrer un nouveau fil,#PageTitleH1,text,
postMessage.postToCommunity,Post to community,Publier dans la communauté,#ddlSubListContainer label.control-label,text,
postMessage.selectCommunity,Select Community,Sélectionnez une communauté,#MainCopy_ctl03_ddlSublist option[value=""],text,
postMessage.selectCommunity.btn,Select Community,Sélectionnez une communauté,#MainCopy_ctl03_ddlSublist + .bootstrap-select button,attr,title
postMessage.selectCommunity.btnLabel,Select Community,Sélectionnez une communauté,#MainCopy_ctl03_ddlSublist + .bootstrap-select .filter-option,text,
postMessage.selectCommunity.error,Error: Please select a community,Erreur : Veuillez sélectionner une communauté,#ddlSubListContainer .help-block span,text,
postMessage.subject.label,Discussion subject,Sujet de la discussion,#MainCopy_ctl03_PostMessageContributedContent_Label1,text,
postMessage.editor.previewToggle,Automatically insert content preview for links,Insérer automatiquement un aperçu du contenu pour les liens,#MainCopy_ctl03_PostMessageContributedContent_TinyMCEEditor_GeneratePreviewLabel,text,
postMessage.signature.toggle,Signature,Signature,#toggle-signature-btn,text,
postMessage.signature.edit,Edit Your Default Signature,Modifier votre signature par défaut,#edit-signature-link,text,
postMessage.signature.anonymousNote,Signature is not included when posting anonymously,La signature n’est pas incluse lors d’une publication anonyme,#anonymous-no-signature .panel-body span.text-muted,text,
postMessage.attach.add,Add Attachment,Ajouter une pièce jointe,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_UploadButton,text,
postMessage.attach.note,Attachments are automatically saved in the associated library.,Les pièces jointes sont automatiquement enregistrées dans la bibliothèque associée.,.edit-attachment-details .text-muted,text,
postMessage.attach.editDetails,Edit Details,Modifier les détails,.edit-attachment-details .attachment-library-link,text,
postMessage.attach.modal.title,Title,Titre,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_pnlDiscussionModal .modal-title,text,
postMessage.attach.modal.name,Name,Nom,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_tbDiscussionName ~ label.control-label,text,
postMessage.attach.modal.description,Description,Description,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_tbDiscussionDescription ~ label.control-label,text,
postMessage.attach.modal.folder,Folder,Dossier,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_ddlDiscussionFolders ~ label.control-label,text,
postMessage.attach.modal.save,Save,Enregistrer,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_hypDiscussionEditSave,text,
postMessage.attach.modal.cancel,Cancel,Annuler,#MainCopy_ctl03_PostMessageContributedContent_fjUploader_pnlDiscussionModal .modal-footer .btn-default,text,
postMessage.required.modal.title,Required Information,Renseignements requis,#MainCopy_ctl03_PostMessageContributedContent_bsSelectCommunity .modal-title,text,
postMessage.required.modal.lead,The following are required before a file can be attached:,Les éléments suivants sont requis avant de pouvoir joindre un fichier :,#MainCopy_ctl03_PostMessageContributedContent_bsSelectCommunity_spnSelectCommunity,text,
postMessage.required.modal.communityName,community name,nom de la communauté,#MainCopy_ctl03_PostMessageContributedContent_bsSelectCommunity .li-communitynamesingular,text,
postMessage.required.modal.subject,Subject,Sujet,#MainCopy_ctl03_PostMessageContributedContent_bsSelectCommunity .li-subject,text,
postMessage.required.modal.ok,Ok,OK,#MainCopy_ctl03_PostMessageContributedContent_bsSelectCommunity .modal-footer .btn-default,text,
postMessage.schedule.modal.title,Schedule,Planifier,#SchedulePostDatePickerTitle,text,
postMessage.schedule.modal.lead,Specify a date and time to publish your discussion.,Indiquez la date et l’heure de publication de votre discussion.,#modal-schedule-post .modal-body > p:first-of-type,text,
postMessage.schedule.modal.save,Save,Enregistrer,#modal-schedule-post .modal-footer .btn-primary,text,
postMessage.schedule.modal.cancel,Cancel,Annuler,#modal-schedule-post .modal-footer .btn-default,text,
postMessage.actions.post,Post,Publier,#MainCopy_ctl03_PostMessageContributedContent_BtnSave,text,
postMessage.actions.schedule,Schedule,Planifier,#MainCopy_ctl03_PostMessageContributedContent_btnSchedule,text,
postMessage.actions.saveDraft,Save as Draft,Enregistrer comme brouillon,#MainCopy_ctl03_PostMessageContributedContent_BtnSaveAsDraft,text,
postMessage.actions.deleteDraft,Delete Draft,Supprimer le brouillon,#MainCopy_ctl03_PostMessageContributedContent_BtnDeleteDraft,text,
postMessage.actions.cancel,Cancel,Annuler,#MainCopy_ctl03_PostMessageContributedContent_BtnCancel,text,

# === FILE: profile-translated.csv ===

profile.tabs.my-profile,My Profile,Mon profil,#MainCopy_ctl27_ProfileLink,text,
profile.tabs.my-connections,My Connections,Mes connexions,#MainCopy_ctl27_ConnectionsLink,text,
profile.tabs.my-connections@aria-label,My Connections,Mes connexions,#MainCopy_ctl27_ConnectionsLink,attr,aria-label
profile.tabs.contacts,Contacts,Contacts,#MainCopy_ctl27_ContactsLink,text,
profile.tabs.networks,Networks,Réseaux,#MainCopy_ctl27_NetworksLink,text,
profile.tabs.communities,Communities,Communautés,#MainCopy_ctl27_CommunitiesLink,text,
profile.tabs.following,Following,Abonnements,#MainCopy_ctl27_FollowingLink,text,
profile.tabs.my-contributions,My Contributions,Mes contributions,#MainCopy_ctl27_ContributionsLink,text,
profile.tabs.my-contributions@aria-label,My Contributions,Mes contributions,#MainCopy_ctl27_ContributionsLink,attr,aria-label
profile.tabs.my-summary,My Summary,Mon résumé,#MainCopy_ctl27_SummaryLink,text,
profile.tabs.my-achievements,My Achievements,Mes réalisations,#MainCopy_ctl27_AchievementsLink,text,
profile.tabs.my-list-of-contributions,My List of Contributions,Ma liste de contributions,#MainCopy_ctl27_ListOfContributionsLink,text,
profile.tabs.my-account,My Account,Mon compte,#MainCopy_ctl27_AccountLink,text,
profile.tabs.my-account@aria-label,My Account,Mon compte,#MainCopy_ctl27_AccountLink,attr,aria-label
profile.tabs.change-password,Change Password,Changer le mot de passe,#MainCopy_ctl27_ChangePasswordLink,text,
profile.tabs.privacy-settings,Privacy Settings,Paramètres de confidentialité,#MainCopy_ctl27_PrivacySettingsLink,text,
profile.tabs.email-preferences,Email Preferences,Préférences de courriel,#MainCopy_ctl27_EmailPreferencesLink,text,
profile.tabs.rss-feeds,RSS Feeds,Flux RSS,#MainCopy_ctl27_RSSFeedsLink,text,
profile.tabs.community-notifications,Community Notifications,Notifications de la communauté,#MainCopy_ctl27_SubscriptionsLink,text,
profile.tabs.discussion-signature,Discussion Signature,Signature des discussions,#MainCopy_ctl27_DiscussionSignatureLink,text,
profile.tabs.disable-my-account,Disable My Account,Désactiver mon compte,#MainCopy_ctl27_DisableAccountLink,text,
profile.tabs.my-inbox,My Inbox,Ma boîte de réception,#MainCopy_ctl27_InboxLink,text,
profile.tabs.my-inbox@aria-label,My Inbox,Ma boîte de réception,#MainCopy_ctl27_InboxLink,attr,aria-label
profile.tabs.admin,Admin,Admin,#MainCopy_ctl27_AdminLink,text,
modal.disable.header,Disable My Account,Désactiver mon compte,#disableMyAccountModalTitle,text,
modal.disable.warning,You are disabling your account on Prosper Canada Community. You will be logged out of the system and will no longer be able to log back in. Please contact gelward@prospercanada.org if you have any questions.,Vous désactivez votre compte sur la communauté de Prospérité Canada. Vous serez déconnecté et ne pourrez plus vous reconnecter. Veuillez contacter gelward@prospercanada.org si vous avez des questions.,#MainCopy_ctl27_pnlDisableMyAccount .modal-body .bg-warning,text,
modal.disable.reason,Reason for disabling account,Raison de la désactivation du compte,label[for='textareaDisableMyAccountReason'],text,
modal.disable.btn-primary,Disable My Account,Désactiver mon compte,.btn-disable-my-account,text,
modal.disable.btn-cancel,Cancel,Annuler,#MainCopy_ctl27_pnlDisableMyAccount .modal-footer .btn.btn-default,text,
# section.bio,Bio,Biographie,#MainCopy_ctl29_TitleText,text,
section.education,Education,Éducation,#MainCopy_ctl32_TitleText,text,
section.education.add,Add,Ajouter,#MainCopy_ctl32_AddItem,text,
section.honors-awards,Honors and Awards,Distinctions et prix,#MainCopy_ctl35_TitleText,text,
section.honors-awards.add,Add,Ajouter,#MainCopy_ctl35_AddItem,text,
profile.picture.change,Change Default Image,Changer l’image par défaut,#MainCopy_ctl02_ManageDropDown1_lnkEditPicture,text,
profile.picture.restore,Restore Default Image,Restaurer l’image par défaut,#MainCopy_ctl02_ManageDropDown1_lnkDeletePicture,text,
profile.contact.heading,Contact Details,Coordonnées,.profileContactOptions h2,text,
profile.ribbons.heading,Ribbons,Rubans,.RibbonsBadges.ContentUserControl .widget-heading h2,text,
profile.badges.heading,Badges,Insignes,.RibbonsBadges.ContentUserControl .widget-heading h2,text,
profile.dialog.deleteTitle,Delete this image?,Supprimer cette image ?,[aria-describedby="dialog-confirm-deleteprofileimage"] #ui-id-1,text,
profile.dialog.deleteMessage,Are you sure you want to remove this image?,Voulez-vous vraiment supprimer cette image?,[aria-describedby="dialog-confirm-deleteprofileimage"] #dialog-confirm-deleteprofileimage-message,text,
profile.dialog.deleteYes,"Yes, delete this image.","Oui, supprimer cette image.","[aria-describedby=""dialog-confirm-deleteprofileimage""] .ui-dialog-buttonset .btn.btn-primary",text,

profile.dialog.cancel,Cancel,Annuler,[aria-describedby="dialog-confirm-deleteprofileimage"] .ui-dialog-buttonset .btn.btn-default,text,
profile.contact.editTitle,Edit Contact Information,Modifier les coordonnées,#MainCopy_ctl10_pnlEditContactInfo .modal-header,text,
profile.contact.email.label,Email Address,Adresse courriel,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_EmailAddressLabel,text,
profile.contact.email.required,Email address is required,L’adresse courriel est obligatoire,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_RequiredFieldValidatorEmailAddress,text,
profile.contact.email.invalid,Enter a valid email address,Entrez une adresse courriel valide,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_RegularExpressionValidatorEmailAddress,text,
profile.contact.company.label,Company Name,Nom de l’entreprise,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lblCompanyName,text,
profile.contact.jobTitle.label,Job Title,Titre du poste,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lblTitle,text,
profile.contact.department.label,Department,Département,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_DepartmentLabel,text,
profile.contact.address1.label,Address 1,Adresse 1,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lblAddress1,text,
profile.contact.address2.label,Address 2,Adresse 2,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lblAddress2,text,
profile.contact.city.label,City,Ville,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lblCity,text,
profile.contact.country.label,Country,Pays,#MainCopy_ctl10_pnlEditContactInfo #lblCountry,text,
profile.contact.state.label,State/Province,Province/Territoire,#MainCopy_ctl10_pnlEditContactInfo #lblState,text,
profile.contact.postal.label,Postal Code,Code postal,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lblPostalCode,text,
profile.contact.website.label,Website URL,Adresse du site Web,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_WebsiteUrlLabel,text,
profile.contact.save,Save,Enregistrer,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_btnSave,attr,value
profile.contact.cancel,Cancel,Annuler,#MainCopy_ctl10_pnlEditContactInfo #MainCopy_ctl10_lnkCancel,attr,value
profile.education.editTitle,Edit Existing Education,Modifier une formation existante,#ctl00_MainCopy_ctl32_EditItemDetails_ctl00_pnlEditEducationModal .modal-header,text,
profile.education.addTitle,Add New Education,Ajouter une nouvelle formation,#MainCopy_ctl32_AddItemPanel .modal-header,text,
profile.education.city.label,City,Ville,#ctl00_MainCopy_ctl32_EditItemDetails_ctl00_ucEducationEditorEdit_lblCity,text,
profile.education.country.label,Country,Pays, #lblCountry,text,
profile.education.state.label,State/Province,Province/Territoire, #lblState,text,
profile.education.school.label,School,Établissement,#MainCopy_ctl32_ucEducationEditorAdd_lblSchool,text,
profile.education.school.required,Please enter school name.,Veuillez entrer le nom de l’établissement.,#MainCopy_ctl32_ucEducationEditorAdd_RequiredFieldValidator1,text,
profile.education.degree.label,Degree,Diplôme,#MainCopy_ctl32_ucEducationEditorAdd_lblDegree,text,
profile.education.degreeYear.label,Degree Year,Année d’obtention,#MainCopy_ctl32_ucEducationEditorAdd_lblDegreeYear,text,
profile.education.degreeYear.invalid,Please enter a valid year,Veuillez entrer une année valide,#MainCopy_ctl32_ucEducationEditorAdd_RangeValidator1,text,
profile.education.field.label,Field(s) of Study,Domaine(s) d’études,#MainCopy_ctl32_ucEducationEditorAdd_lblFStudy,text,
profile.education.dates.label,Dates Attended,Période d’études,#MainCopy_ctl32_ucEducationEditorAdd_lblDates,text,
profile.education.dates.from,From,De,label[for="MainCopy_ctl32_ucEducationEditorAdd_ucYearListFromTo_ddlFrom"],text,
profile.education.dates.to,To,À,label[for="MainCopy_ctl32_ucEducationEditorAdd_ucYearListFromTo_ddlTo"],text,
profile.education.dates.invalid,End year must be greater than or equal to start year,L’année de fin doit être supérieure ou égale à l’année de début,#MainCopy_ctl32_ucEducationEditorAdd_ucYearListFromTo_cvFromToValues,text,
profile.education.dissertation.label,Dissertation,Mémoire/Thèse,#MainCopy_ctl32_ucEducationEditorAdd_lblDissertation,text,
profile.education.advisor.label,Advisor,Directeur de recherche,#MainCopy_ctl32_ucEducationEditorAdd_lblAdvisor,text,
profile.education.highestDegree.label,This is the highest degree attained,Ceci est le diplôme le plus élevé obtenu,label[for="MainCopy_ctl32_ucEducationEditorAdd_chkIsHighestDegree"],text,
profile.education.save,Save,Enregistrer,#MainCopy_ctl32_SaveTop,attr,value
profile.education.cancel,Cancel,Annuler,#MainCopy_ctl32_CancelTop,attr,value
profile.bio.editTitle,Edit Bio,Modifier la biographie,#MainCopy_ctl29_HtmlEditor .modal-header label,text,
profile.bio.save,Save,Enregistrer,#MainCopy_ctl29_pnlSummaryDisplay #MainCopy_ctl29_Btn_Save,attr,value
profile.bio.cancel,Cancel,Annuler,#MainCopy_ctl29_pnlSummaryDisplay #MainCopy_ctl29_lnkCancel,text,
profile.awards.editTitle,Edit Existing Honors And Awards,Modifier une distinction ou un prix,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_pnlEditHornorAndAwards .modal-header,text,
profile.awards.addTitle,Add New Honors And Awards,Ajouter une distinction ou un prix,#MainCopy_ctl35_AddItemPanel .modal-header,text,
profile.awards.award.label,Award,Distinction ou prix,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_Label1,text,
profile.awards.award.required,Please enter award,Veuillez entrer une distinction,#MainCopy_ctl35_RequiredFieldValidator1,text,
profile.awards.orgAcronym.label,Award Organization and Acronym,Organisme remettant le prix et sigle,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_Label2,text,
profile.awards.acronym.sronly,Acronym,Sigle,#MainCopy_ctl35_AcronyLabel,text,
profile.awards.years.label,Year(s),Année(s),#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_Label3,text,
profile.awards.years.invalid,Enter comma separated years only,Entrez uniquement des années séparées par des virgules,#MainCopy_ctl35_AddItemPanel #MainCopy_ctl35_YearsValidatorSingle,text,
profile.awards.save,Save,Enregistrer,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_SaveBottom,attr,value
profile.awards.cancel,Cancel,Annuler,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_CancelBottom,attr,value
profile.awards.save,Save,Enregistrer,#MainCopy_ctl35_SaveTop,attr,value
profile.awards.save,Save,Enregistrer,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_SaveBottom,attr,value
profile.awards.cancel,Cancel,Annuler,#MainCopy_ctl35_CancelTop,attr,value
profile.awards.mmodal.award.label,Award,Prix,#MainCopy_ctl35_Label1,text,
profile.bio.add,Add,Ajouter,#MainCopy_ctl29_lnkInsert,text,
profile.education.add,Add,Ajouter,#ctl00_MainCopy_ctl32_EditItemDetails_ctl00_AddEducation,text,
profile.awards.add,Add,Ajouter,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_AddHonorsAndAwards,text,
profile.education.noItem,Share where and when you received your education,Indiquez où et quand vous avez suivi votre formation,#ctl00_MainCopy_ctl32_EditItemDetails_ctl00_NoItem p,text,
profile.awards.noItem,List past accolades and recognition,Énumérez vos distinctions et reconnaissances antérieures,#ctl00_MainCopy_ctl35_EditItemDetails_ctl00_NoItem p,text,
profile.awards.org.label,Award Organization and Acronym,Organisme de remise de prix et acronyme,#MainCopy_ctl35_Label2,text,
profile.awards.year.label,Year(s),Année(s),#MainCopy_ctl35_Label3,text,
profile.awards.save,Save,Enregistrer,#MainCopy_ctl35_SaveTop,attr,value
profile.name.prefix.label,Prefix,Préfixe,#MainCopy_ctl21_lblPrefix,text,
profile.name.firstName.label,First Name,Prénom,#MainCopy_ctl21_lblFirstName,text,
profile.name.lastName.label,Last Name,Nom de famille,#MainCopy_ctl21_lblLastName,text,
profile.name.suffix.label,Suffix,Suffixe,#MainCopy_ctl21_lblSuffix,text,
profile.name.designation.label,Designation,Désignation,#MainCopy_ctl21_lblDesignation,text,
profile.name.pronouns.label,Pronouns,Pronoms,#MainCopy_ctl21_lblPronouns,text,
profile.password.modalTitle,Enter Password,Entrer le mot de passe,#EnterPasswordModal .modal-title,text,
profile.password.enter.label,Enter Password,Entrer le mot de passe,#EnterPasswordModal .modal-body label[for="MainCopy_ctl10_EnterPasswordModal_Password"],text,
profile.password.confirm.label,Confirm Password,Confirmer le mot de passe,#EnterPasswordModal .modal-body label[for="MainCopy_ctl10_EnterPasswordModal_ConfirmPassword"],text,
profile.password.submit,Submit,Valider,#MainCopy_ctl10_EnterPasswordModal_SubmitEnterPasswordBtn,attr,value
profile.password.cancel,Cancel,Annuler,#MainCopy_ctl10_EnterPasswordModal_CancelEnterPasswordBtn,attr,value
profile.email.change,Change,Modifier,#MainCopy_ctl10_ChangeEmailBtn,attr,value
profile.education.city.label,City,Ville,#MainCopy_ctl32_ucEducationEditorAdd_lblCity,text,
profile.education.country.label,Country,Pays,#MainCopy_ctl32_ucEducationEditorAdd_ucCountryStateProvinceList_ddlCountry,attr,title
profile.education.state.label,State/Province,Province/Territoire,#MainCopy_ctl32_ucEducationEditorAdd_ucCountryStateProvinceList_StateProvinceRow #lblState,text,
profile.name.editTitle,Edit User Name,Modifier le nom d’utilisateur,#MainCopy_ctl21_pnlEditName .modal-title,text,
profile.name.save,Save,Enregistrer,#MainCopy_ctl21_btnSave,attr,value
profile.name.cancel,Cancel,Annuler,#MainCopy_ctl21_lnkCancel,attr,value

add_contact_btn_text,Add as Contact,Demander comme contact,button[id*="_ContactCommunications_ContactRequest"],text,
add_contact_btn_aria,Add as Contact,Demander comme contact,button[id*="_ContactCommunications_ContactRequest"],attr,aria-label
send_msg_btn_text_row,Send Message,Envoyer un message,a[id*="_ContactCommunications_SendMessageBtn"],text,
send_msg_btn_title_row,Send Message,Envoyer un message,a[id*="_ContactCommunications_SendMessageBtn"],attr,title
send_msg_btn_aria_row,Send Message,Envoyer un message,a[id*="_ContactCommunications_SendMessageBtn"],attr,aria-label
resend_small_text,Resend,Renvoyer,a[id*="_ResendRequestSmall"],text,
resend_small_title,Resend,Renvoyer,a[id*="_ResendRequestSmall"],attr,title
resend_small_aria,Resend,Renvoyer,a[id*="_ResendRequestSmall"],attr,aria-label
cancel_small_text,Cancel,Annuler,a[id*="_cancelContactRequestSmall"],text,
cancel_small_title,Cancel,Annuler,a[id*="_cancelContactRequestSmall"],attr,title
cancel_small_aria,Cancel,Annuler,a[id*="_cancelContactRequestSmall"],attr,aria-label
pending_text,Contact Request Pending,Demande de contact en attente,span[id*="_AcceptDeclineRequestTextSmall"],text,
list_send_msg_value,Send Message,Envoyer un message,input[id^="MainCopy_ctl29_FindContacts_Contacts_SendMessageButton_"],attr,value
list_send_msg_title,Send Message,Envoyer un message,input[id^="MainCopy_ctl29_FindContacts_Contacts_SendMessageButton_"],attr,title
add_contact_link_text,Request Contact,Demander comme contact,a.add-contact,text,
add_contact_link_title,Request Contact,Demander comme contact,a.add-contact,attr,title
add_contact_link_aria,Request Contact,Demander comme contact,a.add-contact,attr,aria-label
ignore_contact_text,Ignore,Ignorer,a.ignore-contact,text,
ignore_contact_title,Ignore,Ignorer,a.ignore-contact,attr,title
ignore_contact_aria,Ignore,Ignorer,a.ignore-contact,attr,aria-label
modal_header_prefix,Message to,Message à,#modal-send-message .modal-header,text,
modal_subject_label,Subject,Objet,#message-subject-label,text,
modal_body_label,Message,Message,#message-body-label,text,
modal_send_btn,Send,Envoyer,#modal-send-message #Send,text,
modal_cancel_btn,Cancel,Annuler,#modal-send-message #Cancel,text,
modal_error_text,Cannot send message. Data required.,Impossible d’envoyer le message. Données requises.,#modal-send-message #error-msg,text,
